,Staircase_name,Before_Response,Same_Response,After_Response,participant_id
30191,400_2,11,0.0,4.0,7548
30192,100_1,7,8.0,0.0,7549
30193,100_2,7,8.0,0.0,7549
30194,400_1,11,0.0,4.0,7549
30195,400_2,11,0.0,4.0,7549
30196,100_1,1,9.0,5.0,7550
30197,100_2,6,8.0,1.0,7550
30198,400_1,3,4.0,8.0,7550
30199,400_2,4,4.0,7.0,7550
30200,100_1,7,4.0,4.0,7551
30201,100_2,7,4.0,4.0,7551
30202,400_1,6,7.0,2.0,7551
30203,400_2,5,4.0,6.0,7551
30204,100_1,8,5.0,2.0,7552
30205,100_2,5,7.0,3.0,7552
30206,400_1,2,5.0,8.0,7552
30207,400_2,1,6.0,8.0,7552
30208,100_1,6,2.0,7.0,7553
30209,100_2,5,2.0,8.0,7553
30210,400_1,9,3.0,3.0,7553
30211,400_2,6,7.0,2.0,7553
30212,100_1,11,2.0,2.0,7554
30213,100_2,10,3.0,2.0,7554
30214,400_1,1,3.0,11.0,7554
30215,400_2,2,1.0,12.0,7554
30216,100_1,7,3.0,5.0,7555
30217,100_2,5,2.0,8.0,7555
30218,400_1,9,5.0,1.0,7555
30219,400_2,8,5.0,2.0,7555
30220,100_1,5,3.0,7.0,7556
30221,100_2,6,3.0,6.0,7556
30222,400_1,11,4.0,0.0,7556
30223,400_2,8,7.0,0.0,7556
30224,100_1,12,3.0,0.0,7557
30225,100_2,8,4.0,3.0,7557
30226,400_1,5,0.0,10.0,7557
30227,400_2,2,3.0,10.0,7557
30228,100_1,10,3.0,2.0,7558
30229,100_2,9,3.0,3.0,7558
30230,400_1,2,1.0,12.0,7558
30231,400_2,3,0.0,12.0,7558
30232,100_1,4,9.0,2.0,7559
30233,100_2,5,7.0,3.0,7559
30234,400_1,5,3.0,7.0,7559
30235,400_2,4,4.0,7.0,7559
30236,100_1,5,9.0,1.0,7560
30237,100_2,5,6.0,4.0,7560
30238,400_1,11,0.0,4.0,7560
30239,400_2,7,3.0,5.0,7560
30240,100_1,7,3.0,5.0,7561
30241,100_2,7,5.0,3.0,7561
30242,400_1,6,5.0,4.0,7561
30243,400_2,7,6.0,2.0,7561
30244,100_1,3,8.0,4.0,7562
30245,100_2,4,7.0,4.0,7562
30246,400_1,1,4.0,10.0,7562
30247,400_2,5,4.0,6.0,7562
30248,100_1,6,0.0,9.0,7563
30249,100_2,8,0.0,7.0,7563
30250,400_1,4,11.0,0.0,7563
30251,400_2,6,9.0,0.0,7563
30252,100_1,3,7.0,5.0,7564
30253,100_2,4,8.0,3.0,7564
30254,400_1,5,3.0,7.0,7564
30255,400_2,4,3.0,8.0,7564
30256,100_1,4,8.0,3.0,7565
30257,100_2,3,10.0,2.0,7565
30258,400_1,4,2.0,9.0,7565
30259,400_2,6,2.0,7.0,7565
30260,100_1,7,4.0,4.0,7566
30261,100_2,4,5.0,6.0,7566
30262,400_1,4,5.0,6.0,7566
30263,400_2,5,5.0,5.0,7566
30264,100_1,5,0.0,10.0,7567
30265,100_2,8,0.0,7.0,7567
30266,400_1,6,9.0,0.0,7567
30267,400_2,9,6.0,0.0,7567
30268,100_1,6,4.0,5.0,7568
30269,100_2,7,4.0,4.0,7568
30270,400_1,3,1.0,11.0,7568
30271,400_2,3,2.0,10.0,7568
30272,100_1,7,1.0,7.0,7569
30273,100_2,6,0.0,9.0,7569
30274,400_1,9,6.0,0.0,7569
30275,400_2,5,10.0,0.0,7569
30276,100_1,8,6.0,1.0,7570
30277,100_2,7,7.0,1.0,7570
30278,400_1,6,7.0,2.0,7570
30279,400_2,6,5.0,4.0,7570
30280,100_1,5,10.0,0.0,7571
30281,100_2,5,10.0,0.0,7571
30282,400_1,13,0.0,2.0,7571
30283,400_2,13,0.0,2.0,7571
30284,100_1,7,8.0,0.0,7572
30285,100_2,7,8.0,0.0,7572
30286,400_1,11,0.0,4.0,7572
30287,400_2,10,1.0,4.0,7572
30288,100_1,10,3.0,2.0,7573
30289,100_2,10,3.0,2.0,7573
30290,400_1,2,1.0,12.0,7573
30291,400_2,0,4.0,11.0,7573
30292,100_1,7,1.0,7.0,7574
30293,100_2,7,1.0,7.0,7574
30294,400_1,5,8.0,2.0,7574
30295,400_2,7,5.0,3.0,7574
30296,100_1,4,5.0,6.0,7575
30297,100_2,4,4.0,7.0,7575
30298,400_1,3,4.0,8.0,7575
30299,400_2,8,3.0,4.0,7575
30300,100_1,5,6.0,4.0,7576
30301,100_2,1,8.0,6.0,7576
30302,400_1,1,3.0,11.0,7576
30303,400_2,5,0.0,10.0,7576
30304,100_1,3,7.0,5.0,7577
30305,100_2,5,6.0,4.0,7577
30306,400_1,2,7.0,6.0,7577
30307,400_2,2,5.0,8.0,7577
30308,100_1,4,6.0,5.0,7578
30309,100_2,5,1.0,9.0,7578
30310,400_1,5,6.0,4.0,7578
30311,400_2,4,6.0,5.0,7578
30312,100_1,4,8.0,3.0,7579
30313,100_2,2,6.0,7.0,7579
30314,400_1,7,3.0,5.0,7579
30315,400_2,8,3.0,4.0,7579
30316,100_1,7,0.0,8.0,7580
30317,100_2,3,0.0,12.0,7580
30318,400_1,6,9.0,0.0,7580
30319,400_2,9,6.0,0.0,7580
30320,100_1,9,4.0,2.0,7581
30321,100_2,4,6.0,5.0,7581
30322,400_1,2,2.0,11.0,7581
30323,400_2,5,0.0,10.0,7581
30324,100_1,6,8.0,1.0,7582
30325,100_2,3,9.0,3.0,7582
30326,400_1,6,2.0,7.0,7582
30327,400_2,6,1.0,8.0,7582
30328,100_1,6,1.0,8.0,7583
30329,100_2,7,4.0,4.0,7583
30330,400_1,2,6.0,7.0,7583
30331,400_2,4,5.0,6.0,7583
30332,100_1,6,6.0,3.0,7584
30333,100_2,8,6.0,1.0,7584
30334,400_1,7,5.0,3.0,7584
30335,400_2,7,8.0,0.0,7584
30336,100_1,5,2.0,8.0,7585
30337,100_2,7,3.0,5.0,7585
30338,400_1,3,7.0,5.0,7585
30339,400_2,4,8.0,3.0,7585
30340,100_1,9,2.0,4.0,7586
30341,100_2,8,3.0,4.0,7586
30342,400_1,2,3.0,10.0,7586
30343,400_2,5,1.0,9.0,7586
30344,100_1,10,4.0,1.0,7587
30345,100_2,11,4.0,0.0,7587
30346,400_1,7,0.0,8.0,7587
30347,400_2,7,0.0,8.0,7587
30348,100_1,4,4.0,7.0,7588
30349,100_2,5,6.0,4.0,7588
30350,400_1,5,5.0,5.0,7588
30351,400_2,7,4.0,4.0,7588
30352,100_1,5,3.0,7.0,7589
30353,100_2,5,9.0,1.0,7589
30354,400_1,8,7.0,0.0,7589
30355,400_2,7,8.0,0.0,7589
30356,100_1,8,6.0,1.0,7590
30357,100_2,8,7.0,0.0,7590
30358,400_1,9,0.0,6.0,7590
30359,400_2,9,0.0,6.0,7590
30360,100_1,1,8.0,6.0,7591
30361,100_2,7,4.0,4.0,7591
30362,400_1,3,6.0,6.0,7591
30363,400_2,8,0.0,7.0,7591
30364,100_1,5,2.0,8.0,7592
30365,100_2,5,6.0,4.0,7592
30366,400_1,7,3.0,5.0,7592
30367,400_2,6,5.0,4.0,7592
30368,100_1,4,5.0,6.0,7593
30369,100_2,4,2.0,9.0,7593
30370,400_1,6,5.0,4.0,7593
30371,400_2,3,6.0,6.0,7593
30372,100_1,2,0.0,13.0,7594
30373,100_2,5,0.0,10.0,7594
30374,400_1,9,6.0,0.0,7594
30375,400_2,11,4.0,0.0,7594
30376,100_1,4,8.0,3.0,7595
30377,100_2,3,11.0,1.0,7595
30378,400_1,6,5.0,4.0,7595
30379,400_2,11,2.0,2.0,7595
30380,100_1,5,4.0,6.0,7596
30381,100_2,5,6.0,4.0,7596
30382,400_1,3,7.0,5.0,7596
30383,400_2,4,2.0,9.0,7596
30384,100_1,8,4.0,3.0,7597
30385,100_2,8,4.0,3.0,7597
30386,400_1,3,3.0,9.0,7597
30387,400_2,5,5.0,5.0,7597
30388,100_1,6,5.0,4.0,7598
30389,100_2,4,7.0,4.0,7598
30390,400_1,4,2.0,9.0,7598
30391,400_2,5,1.0,9.0,7598
30392,100_1,2,10.0,3.0,7599
30393,100_2,1,10.0,4.0,7599
30394,400_1,5,4.0,6.0,7599
30395,400_2,6,2.0,7.0,7599
30396,100_1,1,12.0,2.0,7600
30397,100_2,1,13.0,1.0,7600
30398,400_1,13,1.0,1.0,7600
30399,400_2,15,0.0,0.0,7600
30400,100_1,6,7.0,2.0,7601
30401,100_2,5,5.0,5.0,7601
30402,400_1,7,7.0,1.0,7601
30403,400_2,5,5.0,5.0,7601
30404,100_1,7,0.0,8.0,7602
30405,100_2,8,0.0,7.0,7602
30406,400_1,7,8.0,0.0,7602
30407,400_2,4,11.0,0.0,7602
30408,100_1,8,3.0,4.0,7603
30409,100_2,9,3.0,3.0,7603
30410,400_1,1,6.0,8.0,7603
30411,400_2,3,3.0,9.0,7603
30412,100_1,3,7.0,5.0,7604
30413,100_2,5,7.0,3.0,7604
30414,400_1,4,5.0,6.0,7604
30415,400_2,5,4.0,6.0,7604
30416,100_1,6,9.0,,7605
30417,100_2,7,8.0,,7605
30418,400_1,6,9.0,,7605
30419,400_2,9,6.0,,7605
30420,100_1,13,2.0,0.0,7606
30421,100_2,13,2.0,0.0,7606
30422,400_1,5,0.0,10.0,7606
30423,400_2,5,0.0,10.0,7606
30424,100_1,5,2.0,8.0,7607
30425,100_2,6,1.0,8.0,7607
30426,400_1,7,6.0,2.0,7607
30427,400_2,6,8.0,1.0,7607
30428,100_1,5,7.0,3.0,7608
30429,100_2,7,4.0,4.0,7608
30430,400_1,6,4.0,5.0,7608
30431,400_2,7,3.0,5.0,7608
30432,100_1,5,2.0,8.0,7609
30433,100_2,6,4.0,5.0,7609
30434,400_1,6,5.0,4.0,7609
30435,400_2,1,6.0,8.0,7609
30436,100_1,5,6.0,4.0,7610
30437,100_2,5,7.0,3.0,7610
30438,400_1,1,4.0,10.0,7610
30439,400_2,2,2.0,11.0,7610
30440,100_1,13,0.0,2.0,7611
30441,100_2,11,2.0,2.0,7611
30442,400_1,1,1.0,13.0,7611
30443,400_2,4,0.0,11.0,7611
30444,100_1,4,5.0,6.0,7612
30445,100_2,7,2.0,6.0,7612
30446,400_1,7,3.0,5.0,7612
30447,400_2,7,2.0,6.0,7612
30448,100_1,0,10.0,5.0,7613
30449,100_2,1,12.0,2.0,7613
30450,400_1,13,1.0,1.0,7613
30451,400_2,13,1.0,1.0,7613
30452,100_1,8,1.0,6.0,7614
30453,100_2,5,3.0,7.0,7614
30454,400_1,8,4.0,3.0,7614
30455,400_2,3,9.0,3.0,7614
30456,100_1,15,0.0,0.0,7615
30457,100_2,15,0.0,0.0,7615
30458,400_1,0,2.0,13.0,7615
30459,400_2,3,0.0,12.0,7615
30460,100_1,14,1.0,0.0,7616
30461,100_2,9,3.0,3.0,7616
30462,400_1,3,0.0,12.0,7616
30463,400_2,2,1.0,12.0,7616
30464,100_1,4,7.0,4.0,7617
30465,100_2,7,4.0,4.0,7617
30466,400_1,7,3.0,5.0,7617
30467,400_2,5,2.0,8.0,7617
30468,100_1,3,4.0,8.0,7618
30469,100_2,8,2.0,5.0,7618
30470,400_1,3,9.0,3.0,7618
30471,400_2,5,5.0,5.0,7618
30472,100_1,4,8.0,3.0,7619
30473,100_2,5,3.0,7.0,7619
30474,400_1,7,3.0,5.0,7619
30475,400_2,7,4.0,4.0,7619
30476,100_1,10,4.0,1.0,7620
30477,100_2,12,2.0,1.0,7620
30478,400_1,5,1.0,9.0,7620
30479,400_2,2,3.0,10.0,7620
30480,100_1,6,0.0,9.0,7621
30481,100_2,8,0.0,7.0,7621
30482,400_1,10,5.0,0.0,7621
30483,400_2,8,7.0,0.0,7621
30484,100_1,2,9.0,4.0,7622
30485,100_2,4,6.0,5.0,7622
30486,400_1,7,4.0,4.0,7622
30487,400_2,9,3.0,3.0,7622
30488,100_1,6,4.0,5.0,7623
30489,100_2,9,1.0,5.0,7623
30490,400_1,5,7.0,3.0,7623
30491,400_2,9,5.0,1.0,7623
30492,100_1,7,5.0,3.0,7624
30493,100_2,1,5.0,9.0,7624
30494,400_1,6,5.0,4.0,7624
30495,400_2,9,3.0,3.0,7624
30496,100_1,9,1.0,5.0,7625
30497,100_2,8,2.0,5.0,7625
30498,400_1,8,6.0,1.0,7625
30499,400_2,6,9.0,0.0,7625
30500,100_1,4,9.0,2.0,7626
30501,100_2,5,7.0,3.0,7626
30502,400_1,3,4.0,8.0,7626
30503,400_2,4,4.0,7.0,7626
30504,100_1,6,9.0,0.0,7627
30505,100_2,7,7.0,1.0,7627
30506,400_1,4,7.0,4.0,7627
30507,400_2,7,7.0,1.0,7627
30508,100_1,3,10.0,2.0,7628
30509,100_2,3,11.0,1.0,7628
30510,400_1,10,1.0,4.0,7628
30511,400_2,9,2.0,4.0,7628
30512,100_1,7,3.0,5.0,7629
30513,100_2,5,4.0,6.0,7629
30514,400_1,9,5.0,1.0,7629
30515,400_2,5,5.0,5.0,7629
30516,100_1,8,6.0,1.0,7630
30517,100_2,4,6.0,5.0,7630
30518,400_1,3,2.0,10.0,7630
30519,400_2,3,2.0,10.0,7630
30520,100_1,5,5.0,5.0,7631
30521,100_2,1,12.0,2.0,7631
30522,400_1,7,5.0,3.0,7631
30523,400_2,10,2.0,3.0,7631
30524,100_1,9,1.0,5.0,7632
30525,100_2,6,1.0,8.0,7632
30526,400_1,8,4.0,3.0,7632
30527,400_2,4,3.0,8.0,7632
30528,100_1,6,0.0,9.0,7633
30529,100_2,6,0.0,9.0,7633
30530,400_1,7,8.0,0.0,7633
30531,400_2,7,8.0,0.0,7633
30532,100_1,2,8.0,5.0,7634
30533,100_2,3,7.0,5.0,7634
30534,400_1,5,2.0,8.0,7634
30535,400_2,8,2.0,5.0,7634
30536,100_1,5,4.0,6.0,7635
30537,100_2,8,1.0,6.0,7635
30538,400_1,8,3.0,4.0,7635
30539,400_2,9,3.0,3.0,7635
30540,100_1,5,5.0,5.0,7636
30541,100_2,8,4.0,3.0,7636
30542,400_1,0,2.0,13.0,7636
30543,400_2,1,1.0,13.0,7636
30544,100_1,7,4.0,4.0,7637
30545,100_2,9,4.0,2.0,7637
30546,400_1,2,3.0,10.0,7637
30547,400_2,3,4.0,8.0,7637
30548,100_1,5,2.0,8.0,7638
30549,100_2,9,1.0,5.0,7638
30550,400_1,9,5.0,1.0,7638
30551,400_2,3,11.0,1.0,7638
30552,100_1,9,5.0,1.0,7639
30553,100_2,6,6.0,3.0,7639
30554,400_1,6,1.0,8.0,7639
30555,400_2,5,1.0,9.0,7639
30556,100_1,4,0.0,11.0,7640
30557,100_2,5,0.0,10.0,7640
30558,400_1,5,10.0,0.0,7640
30559,400_2,11,4.0,0.0,7640
30560,100_1,3,9.0,3.0,7641
30561,100_2,7,8.0,0.0,7641
30562,400_1,7,2.0,6.0,7641
30563,400_2,6,3.0,6.0,7641
30564,100_1,11,4.0,0.0,7642
30565,100_2,11,4.0,0.0,7642
30566,400_1,7,0.0,8.0,7642
30567,400_2,7,0.0,8.0,7642
30568,100_1,1,9.0,5.0,7643
30569,100_2,2,11.0,2.0,7643
30570,400_1,8,3.0,4.0,7643
30571,400_2,13,0.0,2.0,7643
30572,100_1,4,6.0,5.0,7644
30573,100_2,6,7.0,2.0,7644
30574,400_1,2,4.0,9.0,7644
30575,400_2,5,6.0,4.0,7644
30576,100_1,13,1.0,1.0,7645
30577,100_2,13,1.0,1.0,7645
30578,400_1,3,0.0,12.0,7645
30579,400_2,1,1.0,13.0,7645
30580,100_1,7,8.0,0.0,7646
30581,100_2,7,8.0,0.0,7646
30582,400_1,10,0.0,5.0,7646
30583,400_2,11,0.0,4.0,7646
30584,100_1,12,2.0,1.0,7647
30585,100_2,9,3.0,3.0,7647
30586,400_1,1,2.0,12.0,7647
30587,400_2,1,4.0,10.0,7647
30588,100_1,5,10.0,0.0,7648
30589,100_2,5,10.0,0.0,7648
30590,400_1,13,0.0,2.0,7648
30591,400_2,13,0.0,2.0,7648
30592,100_1,5,8.0,2.0,7649
30593,100_2,5,7.0,3.0,7649
30594,400_1,6,6.0,3.0,7649
30595,400_2,1,11.0,3.0,7649
30596,100_1,11,4.0,0.0,7650
30597,100_2,9,5.0,1.0,7650
30598,400_1,6,1.0,8.0,7650
30599,400_2,3,2.0,10.0,7650
30600,100_1,3,8.0,4.0,7651
30601,100_2,4,8.0,3.0,7651
30602,400_1,6,2.0,7.0,7651
30603,400_2,6,6.0,3.0,7651
30604,100_1,7,2.0,6.0,7652
30605,100_2,5,4.0,6.0,7652
30606,400_1,7,8.0,0.0,7652
30607,400_2,11,4.0,0.0,7652
30608,100_1,6,2.0,7.0,7653
30609,100_2,4,3.0,8.0,7653
30610,400_1,6,6.0,3.0,7653
30611,400_2,4,9.0,2.0,7653
30612,100_1,6,0.0,9.0,7654
30613,100_2,7,0.0,8.0,7654
30614,400_1,3,12.0,0.0,7654
30615,400_2,7,8.0,0.0,7654
30616,100_1,8,4.0,3.0,7655
30617,100_2,2,7.0,6.0,7655
30618,400_1,5,6.0,4.0,7655
30619,400_2,0,5.0,10.0,7655
30620,100_1,6,3.0,6.0,7656
30621,100_2,7,3.0,5.0,7656
30622,400_1,4,7.0,4.0,7656
30623,400_2,3,7.0,5.0,7656
30624,100_1,6,7.0,2.0,7657
30625,100_2,4,5.0,6.0,7657
30626,400_1,5,3.0,7.0,7657
30627,400_2,6,4.0,5.0,7657
30628,100_1,7,3.0,5.0,7658
30629,100_2,9,5.0,1.0,7658
30630,400_1,6,4.0,5.0,7658
30631,400_2,4,4.0,7.0,7658
30632,100_1,2,10.0,3.0,7659
30633,100_2,3,6.0,6.0,7659
30634,400_1,7,4.0,4.0,7659
30635,400_2,5,6.0,4.0,7659
30636,100_1,14,0.0,1.0,7660
30637,100_2,15,0.0,0.0,7660
30638,400_1,3,0.0,12.0,7660
30639,400_2,1,1.0,13.0,7660
30640,100_1,3,11.0,1.0,7661
30641,100_2,4,10.0,1.0,7661
30642,400_1,8,3.0,4.0,7661
30643,400_2,9,2.0,4.0,7661
30644,100_1,8,6.0,1.0,7662
30645,100_2,4,8.0,3.0,7662
30646,400_1,2,3.0,10.0,7662
30647,400_2,4,3.0,8.0,7662
30648,100_1,3,6.0,6.0,7663
30649,100_2,5,5.0,5.0,7663
30650,400_1,7,5.0,3.0,7663
30651,400_2,5,7.0,3.0,7663
30652,100_1,2,5.0,8.0,7664
30653,100_2,3,6.0,6.0,7664
30654,400_1,6,6.0,3.0,7664
30655,400_2,9,4.0,2.0,7664
30656,100_1,7,6.0,2.0,7665
30657,100_2,10,4.0,1.0,7665
30658,400_1,5,1.0,9.0,7665
30659,400_2,1,4.0,10.0,7665
30660,100_1,8,3.0,4.0,7666
30661,100_2,5,3.0,7.0,7666
30662,400_1,6,6.0,3.0,7666
30663,400_2,6,2.0,7.0,7666
30664,100_1,11,4.0,0.0,7667
30665,100_2,11,4.0,0.0,7667
30666,400_1,7,0.0,8.0,7667
30667,400_2,7,0.0,8.0,7667
30668,100_1,10,4.0,1.0,7668
30669,100_2,10,4.0,1.0,7668
30670,400_1,3,2.0,10.0,7668
30671,400_2,5,2.0,8.0,7668
30672,100_1,4,0.0,11.0,7669
30673,100_2,9,0.0,6.0,7669
30674,400_1,8,7.0,0.0,7669
30675,400_2,6,9.0,0.0,7669
30676,100_1,3,3.0,9.0,7670
30677,100_2,6,8.0,1.0,7670
30678,400_1,6,4.0,5.0,7670
30679,400_2,5,9.0,1.0,7670
30680,100_1,3,8.0,4.0,7671
30681,100_2,4,4.0,7.0,7671
30682,400_1,7,6.0,2.0,7671
30683,400_2,7,4.0,4.0,7671
30684,100_1,9,2.0,4.0,7672
30685,100_2,6,5.0,4.0,7672
30686,400_1,1,2.0,12.0,7672
30687,400_2,2,0.0,13.0,7672
30688,100_1,5,9.0,1.0,7673
30689,100_2,6,8.0,1.0,7673
30690,400_1,9,1.0,5.0,7673
30691,400_2,6,3.0,6.0,7673
30692,100_1,4,8.0,3.0,7674
30693,100_2,6,1.0,8.0,7674
30694,400_1,5,10.0,0.0,7674
30695,400_2,6,5.0,4.0,7674
30696,100_1,5,9.0,1.0,7675
30697,100_2,4,11.0,0.0,7675
30698,400_1,4,4.0,7.0,7675
30699,400_2,3,7.0,5.0,7675
30700,100_1,4,9.0,2.0,7676
30701,100_2,2,9.0,4.0,7676
30702,400_1,7,4.0,4.0,7676
30703,400_2,7,4.0,4.0,7676
30704,100_1,1,5.0,9.0,7677
30705,100_2,6,2.0,7.0,7677
30706,400_1,7,6.0,2.0,7677
30707,400_2,9,5.0,1.0,7677
30708,100_1,9,2.0,4.0,7678
30709,100_2,4,6.0,5.0,7678
30710,400_1,2,1.0,12.0,7678
30711,400_2,3,3.0,9.0,7678
30712,100_1,8,5.0,2.0,7679
30713,100_2,10,3.0,2.0,7679
30714,400_1,3,1.0,11.0,7679
30715,400_2,4,1.0,10.0,7679
30716,100_1,3,12.0,,7680
30717,100_2,3,12.0,,7680
30718,400_1,15,0.0,,7680
30719,400_2,15,0.0,,7680
30720,100_1,6,3.0,6.0,7681
30721,100_2,7,1.0,7.0,7681
30722,400_1,6,8.0,1.0,7681
30723,400_2,9,5.0,1.0,7681
30724,100_1,4,1.0,10.0,7682
30725,100_2,4,10.0,1.0,7682
30726,400_1,8,7.0,0.0,7682
30727,400_2,10,5.0,0.0,7682
30728,100_1,5,6.0,4.0,7683
30729,100_2,13,2.0,0.0,7683
30730,400_1,2,2.0,11.0,7683
30731,400_2,5,0.0,10.0,7683
30732,100_1,4,11.0,0.0,7684
30733,100_2,1,9.0,5.0,7684
30734,400_1,4,5.0,6.0,7684
30735,400_2,9,3.0,3.0,7684
30736,100_1,6,5.0,4.0,7685
30737,100_2,3,4.0,8.0,7685
30738,400_1,3,5.0,7.0,7685
30739,400_2,5,4.0,6.0,7685
30740,100_1,8,4.0,3.0,7686
30741,100_2,5,7.0,3.0,7686
30742,400_1,6,3.0,6.0,7686
30743,400_2,1,7.0,7.0,7686
30744,100_1,5,0.0,10.0,7687
30745,100_2,9,0.0,6.0,7687
30746,400_1,9,6.0,0.0,7687
30747,400_2,10,5.0,0.0,7687
30748,100_1,5,9.0,1.0,7688
30749,100_2,6,9.0,0.0,7688
30750,400_1,6,2.0,7.0,7688
30751,400_2,8,2.0,5.0,7688
30752,100_1,3,0.0,12.0,7689
30753,100_2,8,0.0,7.0,7689
30754,400_1,8,7.0,0.0,7689
30755,400_2,7,8.0,0.0,7689
30756,100_1,5,9.0,1.0,7690
30757,100_2,5,10.0,0.0,7690
30758,400_1,6,9.0,0.0,7690
30759,400_2,8,7.0,0.0,7690
30760,100_1,9,6.0,0.0,7691
30761,100_2,9,6.0,0.0,7691
30762,400_1,9,0.0,6.0,7691
30763,400_2,9,0.0,6.0,7691
30764,100_1,4,6.0,5.0,7692
30765,100_2,4,6.0,5.0,7692
30766,400_1,4,2.0,9.0,7692
30767,400_2,2,4.0,9.0,7692
30768,100_1,8,1.0,6.0,7693
30769,100_2,6,2.0,7.0,7693
30770,400_1,4,6.0,5.0,7693
30771,400_2,4,8.0,3.0,7693
30772,100_1,8,4.0,3.0,7694
30773,100_2,7,6.0,2.0,7694
30774,400_1,4,1.0,10.0,7694
30775,400_2,1,4.0,10.0,7694
30776,100_1,3,12.0,0.0,7695
30777,100_2,3,12.0,0.0,7695
30778,400_1,14,0.0,1.0,7695
30779,400_2,13,1.0,1.0,7695
30780,100_1,2,6.0,7.0,7696
30781,100_2,3,7.0,5.0,7696
30782,400_1,8,3.0,4.0,7696
30783,400_2,6,5.0,4.0,7696
30784,100_1,6,4.0,5.0,7697
30785,100_2,6,5.0,4.0,7697
30786,400_1,3,3.0,9.0,7697
30787,400_2,2,4.0,9.0,7697
30788,100_1,3,7.0,5.0,7698
30789,100_2,3,9.0,3.0,7698
30790,400_1,4,5.0,6.0,7698
30791,400_2,3,6.0,6.0,7698
30792,100_1,6,3.0,6.0,7699
30793,100_2,12,3.0,0.0,7699
30794,400_1,5,7.0,3.0,7699
30795,400_2,4,4.0,7.0,7699
30796,100_1,4,10.0,1.0,7700
30797,100_2,4,10.0,1.0,7700
30798,400_1,9,2.0,4.0,7700
30799,400_2,13,0.0,2.0,7700
30800,100_1,0,5.0,10.0,7701
30801,100_2,9,4.0,2.0,7701
30802,400_1,4,6.0,5.0,7701
30803,400_2,2,6.0,7.0,7701
30804,100_1,13,2.0,0.0,7702
30805,100_2,12,2.0,1.0,7702
30806,400_1,4,2.0,9.0,7702
30807,400_2,5,0.0,10.0,7702
30808,100_1,1,12.0,2.0,7703
30809,100_2,2,12.0,1.0,7703
30810,400_1,14,1.0,0.0,7703
30811,400_2,14,0.0,1.0,7703
30812,100_1,9,5.0,1.0,7704
30813,100_2,10,4.0,1.0,7704
30814,400_1,4,2.0,9.0,7704
30815,400_2,4,1.0,10.0,7704
30816,100_1,6,3.0,6.0,7705
30817,100_2,5,3.0,7.0,7705
30818,400_1,5,8.0,2.0,7705
30819,400_2,4,3.0,8.0,7705
30820,100_1,4,9.0,2.0,7706
30821,100_2,2,10.0,3.0,7706
30822,400_1,7,4.0,4.0,7706
30823,400_2,14,1.0,0.0,7706
30824,100_1,5,6.0,4.0,7707
30825,100_2,7,5.0,3.0,7707
30826,400_1,7,4.0,4.0,7707
30827,400_2,6,4.0,5.0,7707
30828,100_1,4,1.0,10.0,7708
30829,100_2,5,3.0,7.0,7708
30830,400_1,7,5.0,3.0,7708
30831,400_2,9,4.0,2.0,7708
30832,100_1,6,0.0,9.0,7709
30833,100_2,8,0.0,7.0,7709
30834,400_1,9,6.0,0.0,7709
30835,400_2,7,8.0,0.0,7709
30836,100_1,8,6.0,1.0,7710
30837,100_2,4,9.0,2.0,7710
30838,400_1,7,5.0,3.0,7710
30839,400_2,6,8.0,1.0,7710
30840,100_1,8,0.0,7.0,7711
30841,100_2,6,0.0,9.0,7711
30842,400_1,8,7.0,0.0,7711
30843,400_2,7,8.0,0.0,7711
30844,100_1,6,1.0,8.0,7712
30845,100_2,4,2.0,9.0,7712
30846,400_1,4,2.0,9.0,7712
30847,400_2,6,8.0,1.0,7712
30848,100_1,5,7.0,3.0,7713
30849,100_2,9,5.0,1.0,7713
30850,400_1,4,11.0,0.0,7713
30851,400_2,6,9.0,0.0,7713
30852,100_1,4,11.0,0.0,7714
30853,100_2,5,10.0,0.0,7714
30854,400_1,13,0.0,2.0,7714
30855,400_2,12,0.0,3.0,7714
30856,100_1,8,0.0,7.0,7715
30857,100_2,6,0.0,9.0,7715
30858,400_1,5,10.0,0.0,7715
30859,400_2,5,10.0,0.0,7715
30860,100_1,3,12.0,,7716
30861,100_2,3,12.0,,7716
30862,400_1,15,0.0,,7716
30863,400_2,15,0.0,,7716
30864,100_1,4,6.0,5.0,7717
30865,100_2,5,4.0,6.0,7717
30866,400_1,7,5.0,3.0,7717
30867,400_2,5,7.0,3.0,7717
30868,100_1,3,5.0,7.0,7718
30869,100_2,4,2.0,9.0,7718
30870,400_1,4,6.0,5.0,7718
30871,400_2,5,7.0,3.0,7718
30872,100_1,8,0.0,7.0,7719
30873,100_2,8,3.0,4.0,7719
30874,400_1,8,6.0,1.0,7719
30875,400_2,4,8.0,3.0,7719
30876,100_1,9,6.0,0.0,7720
30877,100_2,9,6.0,0.0,7720
30878,400_1,9,0.0,6.0,7720
30879,400_2,9,0.0,6.0,7720
30880,100_1,12,3.0,0.0,7721
30881,100_2,10,3.0,2.0,7721
30882,400_1,3,1.0,11.0,7721
30883,400_2,1,2.0,12.0,7721
30884,100_1,3,3.0,9.0,7722
30885,100_2,3,6.0,6.0,7722
30886,400_1,11,2.0,2.0,7722
30887,400_2,6,7.0,2.0,7722
30888,100_1,7,8.0,0.0,7723
30889,100_2,7,8.0,0.0,7723
30890,400_1,11,0.0,4.0,7723
